Activity Year,Respondent ID,Agency Code,Parent Respondent ID,Parent Name (Panel),Parent City (Panel),Parent State (Panel),Region,Assets,Other Lender Code,Respondent Name (Panel),Respondent City (Panel),Respondent State (Panel),Top Holder RSSD ID,Top Holder Name,Top Holder City,Top Holder State,Top Holder Country,Respondent RSSD ID,Parent RSSD ID,Respondent FIPS State Number
2011,0000004860,1,          ,                              ,                         ,  ,04,0000134155,0,MIDLAND NB OF NEWTON                                                  ,NEWTON                   ,KS                    ,0001928437,MIDLAND FC                    ,NEWTON                   ,KS,UNITED STATES                           ,0000576653,0000000000,20
2011,0000004934,1,          ,                              ,                         ,  ,03,0000287330,0,FIRST NB OF CARMI                                                     ,CARMI                    ,IL                    ,0001098929,SOUTHERN IL BANCORP           ,CARMI                    ,IL,UNITED STATES                           ,0000209148,0000000000,17
2011,0000004975,1,          ,                              ,                         ,  ,03,0000825337,0,BANK FIRST NAT                                                        ,MANITOWOC                ,WI                    ,0001208009,FIRST MANITOWOC BC            ,MANITOWOC                ,WI,UNITED STATES                           ,0000594947,0000000000,55
2011,0000004994,1,          ,                              ,                         ,  ,03,0000266769,0,FIRST NB                                                              ,VANDALIA                 ,IL                    ,0001099654,FIRST VANDALIA CORP           ,VANDALIA                 ,IL,UNITED STATES                           ,0000137447,0000000000,17
2011,0000005073,1,          ,                              ,                         ,  ,01,0000390559,0,FARMERS AND MERCHANTS BK OF WE                                        ,KITTANNING               ,PA                    ,0002264404,FARMERS AND MERCHANTS BC OF PA,KITTANNING               ,PA,UNITED STATES                           ,0000018827,0000000000,42
2011,0000005203,1,          ,                              ,                         ,  ,02,0000226493,0,WAGGONER NB                                                           ,VERNON                   ,TX                    ,0003386321,WAGGONER NAT BSHRS            ,VERNON                   ,TX,UNITED STATES                           ,0000548267,0000000000,48
2011,0000005224,1,          ,                              ,                         ,  ,02,0000062266,0,FIRST NATIONAL BANK OF PAWNEE                                         ,PAWNEE                   ,OK                    ,0001055397,GEORGE MADISON CORP           ,PAWNEE                   ,OK,UNITED STATES                           ,0000639651,0000000000,40
2011,0000005263,1,          ,                              ,                         ,  ,02,0000974038,0,FIRST CITIZENS NB                                                     ,DYERSBURG                ,TN                    ,0001098796,FIRST CITIZENS BSHRS          ,DYERSBURG                ,TN,UNITED STATES                           ,0000133850,0000000000,47
2011,0000005267,1,          ,                              ,                         ,  ,03,0000168239,0,RIDDELL NB                                                            ,BRAZIL                   ,IN                    ,0001141478,RNB CORP                      ,BRAZIL                   ,IN,UNITED STATES                           ,0000319047,0000000000,18
2011,0000005275,1,          ,                              ,                         ,  ,02,0000184229,0,CITY NB                                                               ,TAYLOR                   ,TX                    ,0001109825,CNB FNCL CORP                 ,TAYLOR                   ,TX,UNITED STATES                           ,0000181963,0000000000,48
2011,0000005288,1,          ,                              ,                         ,  ,02,0000196155,0,FIRST NB                                                              ,GILMER                   ,TX                    ,0001246515,FIRST GILMER BSHRS            ,GILMER                   ,TX,UNITED STATES                           ,0000445955,0000000000,48
2011,0000005304,1,          ,                              ,                         ,  ,03,0000086398,0,FIRST NB OF OGDEN                                                     ,OGDEN                    ,IL                    ,0001204618,LONGVIEW CAP CORP             ,NEWMAN                   ,IL,UNITED STATES                           ,0000853644,0000000000,17
2011,0000005347,1,          ,                              ,                         ,  ,02,0002467385,0,STILLWATER NB&TC                                                      ,STILLWATER               ,OK                    ,0001062621,SOUTHWEST BC                  ,STILLWATER               ,OK,UNITED STATES                           ,0000398350,0000000000,40
2011,0000005413,1,          ,                              ,                         ,  ,04,0000146039,0,RAWLINS NB                                                            ,RAWLINS                  ,WY                    ,0002043346,CARBON CTY HC                 ,RAWLINS                  ,WY,UNITED STATES                           ,0000548052,0000000000,56
2011,0000005425,1,          ,                              ,                         ,  ,03,0000203102,0,LIBERTY NB                                                            ,ADA                      ,OH                    ,0001246579,LIBERTY BSHRS                 ,ADA                      ,OH,UNITED STATES                           ,0000130813,0000000000,39
2011,0000005466,1,          ,                              ,                         ,  ,02,0000234301,0,FIRST NB                                                              ,SONORA                   ,TX                    ,0002184333,FIRST SONORA BSHRS            ,SONORA                   ,TX,UNITED STATES                           ,0000591366,0000000000,48
2011,0000005481,1,          ,                              ,                         ,  ,01,0000480033,0,FARMERS NB                                                            ,EMLENTON                 ,PA                    ,0001480944,EMCLAIRE FNCL CORP            ,EMLENTON                 ,PA,UNITED STATES                           ,0000119528,0000000000,42
2011,0000005484,1,          ,                              ,                         ,  ,02,0000305102,0,CITIZENS NB                                                           ,CAMERON                  ,TX                    ,0003137729,CENTRAL TX FNCL CORP          ,CAMERON                  ,TX,UNITED STATES                           ,0000059352,0000000000,48
2011,0000005528,1,          ,                              ,                         ,  ,02,0000197697,0,FIRST NB OF MANCHESTER                                                ,MANCHESTER               ,TN                    ,0001085488,FCB CORP                      ,MANCHESTER               ,TN,UNITED STATES                           ,0000290230,0000000000,47
2011,0000005547,1,          ,                              ,                         ,  ,02,0000366368,0,FIRST NB&TC                                                           ,CHICKASHA                ,OK                    ,0001065163,FIRST INDEPENDENT BC          ,CHICKASHA                ,OK,UNITED STATES                           ,0000154154,0000000000,40
