Application denied by financial institution,7495,1
Loan originated,1634,7
Application denied by financial institution,8143,1
Application withdrawn by applicant,9362,1
Application approved but not accepted,4392,1
Application withdrawn by applicant,252,894
Application approved but not accepted,0757,71
Application approved but not accepted,1302,15
Loan originated,7641,1
File closed for incompleteness,2478,1
Preapproval request approved but not accepted,1912,1
Loan originated,464,459
Application denied by financial institution,6362,1
File closed for incompleteness,1750,3
Application withdrawn by applicant,2710,1
Application withdrawn by applicant,2289,3
Application approved but not accepted,3465,3
Preapproval request approved but not accepted,1006,1
File closed for incompleteness,730,7
Application denied by financial institution,1604,1
Application denied by financial institution,2531,1
Loan originated,5057,1
Loan originated,8877,1
Loan originated,6890,2
Preapproval request approved but not accepted,1285,3
Application denied by financial institution,77,11522
Loan originated,14000,2
Application withdrawn by applicant,1843,2
Loan originated,0000327,1
Application approved but not accepted,1509,15
Loan originated,1290,246
Application withdrawn by applicant,4977,2
Application denied by financial institution,1771,11
File closed for incompleteness,2376,11
Application withdrawn by applicant,2187,6
Loan originated,7745,1
Loan originated,1599,117
Loan purchased by the institution,674,6
Application withdrawn by applicant,0127,34287
File closed for incompleteness,3250,1
Application approved but not accepted,6904,1
Loan originated,2144,55
Loan originated,5058,2
Application approved but not accepted,1519,1
Loan originated,0363,8374
Application denied by financial institution,5230,1
Application withdrawn by applicant,1054,53
Preapproval request denied by financial institution,590,1
Loan originated,3071,10
Loan purchased by the institution,3419,4
Loan originated,2247,32
Application approved but not accepted,492,26
Application approved but not accepted,4496,1
Application approved but not accepted,1582,7
Preapproval request approved but not accepted,64,502
Loan purchased by the institution,1638,5
Application withdrawn by applicant,1665,1
Application withdrawn by applicant,7200,27
Application denied by financial institution,2456,1
Application withdrawn by applicant,0930,129
Loan originated,1250,39
Application approved but not accepted,0552,358
Loan originated,7642,1
Preapproval request approved but not accepted,0359,51
Application denied by financial institution,564,51
Preapproval request approved but not accepted,1389,2
Application approved but not accepted,698,9
Loan purchased by the institution,0505,497
Application withdrawn by applicant,150,9721
Application withdrawn by applicant,4270,1
File closed for incompleteness,1572,2
Loan originated,8672,2
Preapproval request approved but not accepted,341,5
Preapproval request approved but not accepted,1007,1
Application denied by financial institution,6363,1
Application denied by financial institution,0741,201
File closed for incompleteness,2323,1
Preapproval request approved but not accepted,3067,1
Application withdrawn by applicant,407,58
Loan originated,6818,3
Loan originated,3904,6
Application approved but not accepted,6277,2
Preapproval request approved but not accepted,0153,1139
Loan purchased by the institution,4140,1
Loan originated,2041,63
Loan originated,0260,45238
Application withdrawn by applicant,2990,4
Application denied by financial institution,7290,1
Loan purchased by the institution,3698,2
Application withdrawn by applicant,1157,37
Loan purchased by the institution,0887,56
Loan originated,473,346
Loan originated,370,928
Loan purchased by the institution,0784,107
File closed for incompleteness,2479,1
Application withdrawn by applicant,356,161
Application approved but not accepted,3260,2
Preapproval request approved but not accepted,16,32
Loan originated,7848,1
File closed for incompleteness,0316,596
Application approved but not accepted,213,236
Preapproval request approved but not accepted,1183,1
Application withdrawn by applicant,4373,3
Loan purchased by the institution,6127,1
Loan originated,1496,147
Loan purchased by the institution,2462,5
Application denied by financial institution,4509,1
Application approved but not accepted,3363,1
Application withdrawn by applicant,1768,2
Application approved but not accepted,1303,21
Loan purchased by the institution,2565,2
Application denied by financial institution,2250,4
File closed for incompleteness,0000031,2
File closed for incompleteness,656,5
Application approved but not accepted,2436,2
Loan originated,2280,5
Application withdrawn by applicant,253,543
Preapproval request denied by financial institution,796,1
Application denied by financial institution,4406,2
Preapproval request approved but not accepted,0050,10918
Loan purchased by the institution,5900,1
Application approved but not accepted,3466,1
Application denied by financial institution,4031,1
File closed for incompleteness,1346,8
Preapproval request denied by financial institution,0870,3
Loan originated,1353,17
Application withdrawn by applicant,0024,85747
Loan originated,4934,4
Loan purchased by the institution,0608,270
Application denied by financial institution,4303,1
Application approved but not accepted,2333,4
Preapproval request approved but not accepted,4827,1
Loan purchased by the institution,571,13
Application denied by financial institution,3655,1
Application approved but not accepted,1416,2
File closed for incompleteness,2900,7
Loan originated,679,104
Loan purchased by the institution,0681,155
Application denied by financial institution,6260,2
File closed for incompleteness,71,2330
File closed for incompleteness,552,14
Preapproval request approved but not accepted,662,1
Loan originated,6715,2
Loan originated,1011,412
Loan originated,3277,10
Application denied by financial institution,1323,3
Application denied by financial institution,962,9
Application denied by financial institution,2625,11
Application denied by financial institution,461,57
Application withdrawn by applicant,1960,13
Application denied by financial institution,5436,1
Application denied by financial institution,1426,2
File closed for incompleteness,553,9
File closed for incompleteness,0110,30300
Application denied by financial institution,4582,2
Loan purchased by the institution,5170,1
Application denied by financial institution,667,24
Application denied by financial institution,4788,2
Application approved but not accepted,765,8
Preapproval request approved but not accepted,444,1
File closed for incompleteness,1243,4
Application withdrawn by applicant,583,21
Preapproval request approved but not accepted,2840,2
Application withdrawn by applicant,3947,1
Loan originated,1559,3
Preapproval request denied by financial institution,0067,9261
Loan originated,576,217
Loan originated,1217,279
Application denied by financial institution,8144,1
File closed for incompleteness,1140,160
Loan originated,9629,1
Preapproval request approved but not accepted,1913,1
Application approved but not accepted,662,5
Loan purchased by the institution,3213,1
Loan originated,3237,1
Application approved but not accepted,868,3
Loan originated,2589,2
Loan purchased by the institution,750,22
File closed for incompleteness,2273,4
Application denied by financial institution,0844,126
Preapproval request approved but not accepted,0256,197
Application withdrawn by applicant,2814,5
Application approved but not accepted,316,58
Loan purchased by the institution,853,5
Loan purchased by the institution,3110,1
Loan originated,362,955
File closed for incompleteness,0419,206
Application approved but not accepted,0758,76
Loan purchased by the institution,6024,2
Loan originated,5964,3
Loan purchased by the institution,1532,2
Loan originated,9526,1
Loan originated,9320,1
File closed for incompleteness,0595,108
Loan originated,1393,153
Application approved but not accepted,1200,1127
Application denied by financial institution,4200,91
Application denied by financial institution,0947,74
Loan originated,6994,7
Application withdrawn by applicant,789,8
Application withdrawn by applicant,3240,1
Application approved but not accepted,595,8
Loan originated,12220,1
Application approved but not accepted,1592,2
Loan originated,6891,4
Application approved but not accepted,110,2184
Application approved but not accepted,1685,10
File closed for incompleteness,2170,1
Loan originated,4028,5
Loan originated,2104,10
File closed for incompleteness,655,4
Application approved but not accepted,0655,126
Preapproval request approved but not accepted,765,3
File closed for incompleteness,2220,1
Loan originated,3174,17
Preapproval request denied by financial institution,414,3
File closed for incompleteness,0698,59
Loan originated,95,38701
Application denied by financial institution,2522,7
File closed for incompleteness,4157,2
Application denied by financial institution,5333,3
Loan purchased by the institution,3492,4
Application withdrawn by applicant,686,13
Application withdrawn by applicant,201,696
Loan originated,2383,4
File closed for incompleteness,1449,5
Loan originated,568,247
File closed for incompleteness,759,4
Loan originated,0000225,7
Loan originated,8878,2
Loan originated,1456,17
Preapproval request approved but not accepted,1810,1
Loan originated,465,539
Application denied by financial institution,7496,1
Loan originated,4831,5
Application approved but not accepted,1788,11
Loan originated,6954,1
Application denied by financial institution,1977,9
Loan originated,6088,3
Loan originated,2207,2
Loan purchased by the institution,5376,1
Application withdrawn by applicant,2711,3
Loan originated,0000122,26
Loan purchased by the institution,956,5
File closed for incompleteness,0492,554
Application withdrawn by applicant,2917,1
Application withdrawn by applicant,3741,1
Loan purchased by the institution,777,5
Application denied by financial institution,3552,1
Application withdrawn by applicant,480,412
Application approved but not accepted,1210,1
Application withdrawn by applicant,8436,1
Application withdrawn by applicant,8333,18
Application denied by financial institution,2728,3
Preapproval request denied by financial institution,1097,2
Loan originated,1114,315
Application withdrawn by applicant,7287,1
Preapproval request approved but not accepted,1080,17
File closed for incompleteness,758,4
Preapproval request denied by financial institution,311,3
Loan purchased by the institution,3595,1
Application withdrawn by applicant,2592,2
Application withdrawn by applicant,304,198
Loan purchased by the institution,1432,13
Application approved but not accepted,4217,1
Application withdrawn by applicant,88,5987
Application withdrawn by applicant,2084,8
Loan originated,3031,2
Loan purchased by the institution,2668,2
Loan originated,3801,6
File closed for incompleteness,450,192
Application approved but not accepted,419,32
Application denied by financial institution,8041,1
Application denied by financial institution,159,1893
File closed for incompleteness,1778,1
Application withdrawn by applicant,7582,1
Application approved but not accepted,1406,7
File closed for incompleteness,0213,2014
File closed for incompleteness,3024,1
Loan originated,6048,1
Loan purchased by the institution,0000131,1
Loan purchased by the institution,1535,10
Application withdrawn by applicant,459,80
Preapproval request approved but not accepted,1286,2
Loan originated,2486,1
Preapproval request denied by financial institution,247,17
Preapproval request denied by financial institution,144,183
Loan purchased by the institution,0402,1115
Application withdrawn by applicant,6758,1
Application denied by financial institution,1874,15
Application withdrawn by applicant,9466,1
Loan originated,0569,2087
Application approved but not accepted,2230,3
Loan originated,5861,5
Loan originated,5018,1
Loan originated,0466,3747
Application denied by financial institution,3758,1
Preapproval request denied by financial institution,0973,4
Loan originated,2001,5
Application approved but not accepted,1583,10
Loan originated,3072,18
Preapproval request approved but not accepted,2038,2
Application approved but not accepted,869,2
Preapproval request approved but not accepted,548,1
File closed for incompleteness,2377,3
Application denied by financial institution,910,15
Application approved but not accepted,0656,107
Application denied by financial institution,2626,5
Application approved but not accepted,4497,2
Application approved but not accepted,941,2
Application approved but not accepted,0759,72
File closed for incompleteness,1115,2
Preapproval request approved but not accepted,90,327
Preapproval request approved but not accepted,1184,2
File closed for incompleteness,554,14
Application approved but not accepted,663,14
File closed for incompleteness,0317,588
Preapproval request approved but not accepted,0051,5520
Preapproval request denied by financial institution,133,159
Loan originated,7540,3
Preapproval request approved but not accepted,1221,1
File closed for incompleteness,1218,1
File closed for incompleteness,2901,1
Loan originated,1497,136
Application denied by financial institution,1772,8
File closed for incompleteness,1141,15
File closed for incompleteness,4055,1
Application withdrawn by applicant,7583,2
Application denied by financial institution,2523,3
File closed for incompleteness,0000135,1
File closed for incompleteness,8673,1
Application denied by financial institution,4201,2
Loan purchased by the institution,1536,10
Preapproval request approved but not accepted,1008,8
Loan originated,6879,1
Loan originated,2145,39
Loan purchased by the institution,2566,1
File closed for incompleteness,8420,1
Loan originated,8673,1
Application approved but not accepted,1032,4
Application approved but not accepted,5145,1
File closed for incompleteness,4158,1
Application denied by financial institution,7291,3
File closed for incompleteness,451,15
Application denied by financial institution,5231,3
Loan originated,1012,446
Loan originated,1905,7
Application withdrawn by applicant,0025,72501
Application withdrawn by applicant,1384,2
Loan purchased by the institution,1639,10
File closed for incompleteness,1497,2
Application denied by financial institution,283,274
Application denied by financial institution,3450,6
Application withdrawn by applicant,2238,1
Loan originated,2029,6
Preapproval request approved but not accepted,308,15
Application approved but not accepted,5079,1
Loan originated,14384,1
Preapproval request denied by financial institution,3300,1
Application withdrawn by applicant,1208,2
Application denied by financial institution,0845,146
Loan originated,295,1792
Loan purchased by the institution,290,182
Application approved but not accepted,2268,1
Loan purchased by the institution,82,5799
File closed for incompleteness,0111,12367
Application approved but not accepted,2231,4
Application approved but not accepted,2334,1
Application withdrawn by applicant,0931,73
Application denied by financial institution,1145,3
Loan purchased by the institution,0300,19884
Loan originated,4832,1
Application approved but not accepted,3364,2
Preapproval request approved but not accepted,2354,1
Preapproval request approved but not accepted,0257,203
Application withdrawn by applicant,3845,1
Preapproval request approved but not accepted,102,327
Application approved but not accepted,1201,15
Application withdrawn by applicant,357,166
Loan originated,1394,149
Loan purchased by the institution,0785,111
Loan purchased by the institution,2463,3
Loan originated,6819,2
File closed for incompleteness,0699,47
Loan purchased by the institution,3596,1
Loan originated,8776,1
Loan originated,5059,7
Application approved but not accepted,1407,14
Application approved but not accepted,0553,194
Preapproval request denied by financial institution,2755,1
Preapproval request approved but not accepted,381,4
Loan originated,2042,58
Application approved but not accepted,560,12
File closed for incompleteness,99,1387
Application denied by financial institution,180,4421
Application denied by financial institution,1248,15
Application withdrawn by applicant,1487,1
Application withdrawn by applicant,1002,4
Loan originated,3059,2
File closed for incompleteness,3072,1
Loan originated,398,592
File closed for incompleteness,3175,1
Application approved but not accepted,2062,1
Loan originated,363,874
Loan purchased by the institution,0609,237
Application denied by financial institution,489,68
Application withdrawn by applicant,1158,49
Application denied by financial institution,386,107
Loan purchased by the institution,0682,160
Application denied by financial institution,4480,2
Preapproval request approved but not accepted,0154,1056
File closed for incompleteness,2274,5
File closed for incompleteness,5188,1
Application denied by financial institution,107,5986
Loan originated,1175,19
Application denied by financial institution,0948,208
Loan originated,5643,1
Application approved but not accepted,1238,1
Application withdrawn by applicant,254,518
Application denied by financial institution,2729,5
Loan purchased by the institution,217,339
Loan originated,5965,3
Loan purchased by the institution,0403,982
Loan originated,192,6799
Application withdrawn by applicant,7201,1
Loan purchased by the institution,751,8
Preapproval request denied by financial institution,0974,1
Loan originated,7527,2
Loan originated,0000123,25
Application approved but not accepted,4291,2
Loan purchased by the institution,114,3079
Loan originated,3278,23
Loan originated,1072,22
Application withdrawn by applicant,2188,9
Application withdrawn by applicant,2085,11
Preapproval request approved but not accepted,4098,1
File closed for incompleteness,657,7
Preapproval request denied by financial institution,1622,1
Loan purchased by the institution,30,4186
File closed for incompleteness,5815,1
Application denied by financial institution,057,3
Application withdrawn by applicant,5420,1
Loan originated,8570,1
Application denied by financial institution,963,9
Loan originated,3802,12
Application approved but not accepted,1480,21
Application denied by financial institution,4686,1
Application denied by financial institution,3553,3
Application approved but not accepted,1789,4
Preapproval request approved but not accepted,484,3
Loan originated,4935,1
Loan purchased by the institution,3214,4
Preapproval request approved but not accepted,1287,2
Preapproval request approved but not accepted,205,72
Loan originated,6995,2
Application withdrawn by applicant,229,454
Application approved but not accepted,766,1
Loan originated,6089,1
Application withdrawn by applicant,1281,4
Loan purchased by the institution,854,6
Preapproval request denied by financial institution,339,5
File closed for incompleteness,1244,6
Loan originated,1115,322
Loan purchased by the institution,1330,18
Loan originated,1218,268
Application withdrawn by applicant,151,2773
File closed for incompleteness,0596,61
Loan purchased by the institution,4141,3
Application withdrawn by applicant,6450,1
Loan purchased by the institution,0506,452
Application denied by financial institution,1875,21
Application denied by financial institution,8042,1
Loan originated,6510,1
Application approved but not accepted,138,964
Loan originated,119,21649
Loan originated,4819,1
File closed for incompleteness,271,59
Loan originated,7643,1
Application approved but not accepted,4012,1
Application withdrawn by applicant,2135,1
Loan originated,4029,9
Application approved but not accepted,3261,1
Loan originated,4995,2
Application denied by financial institution,1042,7
Preapproval request approved but not accepted,587,1
Loan purchased by the institution,2669,3
Application approved but not accepted,2437,3
Application withdrawn by applicant,8231,1
Application withdrawn by applicant,2712,5
Application approved but not accepted,0450,2621
Loan originated,32297,1
Application withdrawn by applicant,2918,6
Application withdrawn by applicant,3948,1
Loan originated,0467,3785
File closed for incompleteness,3931,1
Loan originated,1291,213
Application withdrawn by applicant,4875,2
Application withdrawn by applicant,1105,4
Application denied by financial institution,2420,9
Loan purchased by the institution,3390,3
Loan purchased by the institution,599,8
Preapproval request approved but not accepted,17,42
Loan purchased by the institution,0888,104
Preapproval request approved but not accepted,1914,1
Application withdrawn by applicant,0128,35264
Application denied by financial institution,3656,2
Loan originated,0000226,7
Application approved but not accepted,5042,1
Loan purchased by the institution,496,17
Application denied by financial institution,4304,1
File closed for incompleteness,5918,1
Application withdrawn by applicant,1055,48
File closed for incompleteness,2171,2
Loan originated,2832,1
Loan originated,1802,5
Preapproval request approved but not accepted,1081,3
Loan originated,3965,1
Application denied by financial institution,3759,3
Application approved but not accepted,4394,1
Application approved but not accepted,8311,1
Loan originated,6673,2
Application withdrawn by applicant,1961,11
Loan originated,6613,5
Application withdrawn by applicant,3165,1
Loan originated,260,4653
Loan purchased by the institution,1433,13
Application withdrawn by applicant,6656,1
Preapproval request approved but not accepted,342,8
Application approved but not accepted,2165,3
Loan originated,3175,22
Loan originated,466,472
Loan purchased by the institution,2360,10
File closed for incompleteness,10200,1
Application denied by financial institution,6364,1
Application denied by financial institution,1978,6
Loan originated,0261,24455
Application approved but not accepted,3298,2
Application denied by financial institution,4407,1
Loan originated,3905,5
Application denied by financial institution,0742,192
Application denied by financial institution,2175,2
Loan originated,0000020,19
Application withdrawn by applicant,5523,1
Loan originated,1278,14
Preapproval request denied by financial institution,145,192
Application withdrawn by applicant,126,3198
Application denied by financial institution,860,17
File closed for incompleteness,374,35
File closed for incompleteness,477,16
Loan purchased by the institution,3317,3
Preapproval request denied by financial institution,236,24
Application withdrawn by applicant,2991,3
Application withdrawn by applicant,4772,1
Application withdrawn by applicant,4092,1
File closed for incompleteness,1347,5
Preapproval request approved but not accepted,445,3
Loan originated,6716,3
Loan originated,5862,4
Loan originated,2248,47
Preapproval request denied by financial institution,60,1710
Application withdrawn by applicant,5626,1
Application denied by financial institution,2278,1
Loan originated,0364,8712
File closed for incompleteness,0390,834
Application approved but not accepted,1686,13
Loan originated,4892,1
File closed for incompleteness,0214,2260
File closed for incompleteness,0493,115
Application approved but not accepted,1304,15
Application withdrawn by applicant,4978,2
Loan purchased by the institution,393,45
Loan originated,922,30
Preapproval request denied by financial institution,0068,9415
Application approved but not accepted,3467,2
Loan originated,3862,1
File closed for incompleteness,6716,1
Application denied by financial institution,9278,1
Preapproval request denied by financial institution,248,15
Application denied by financial institution,4583,4
Loan purchased by the institution,957,1
Loan originated,8879,1
Application denied by financial institution,5437,5
Loan originated,569,230
Application withdrawn by applicant,3640,8
Application approved but not accepted,763,2
File closed for incompleteness,0000033,1
Application withdrawn by applicant,2610,1
Preapproval request approved but not accepted,446,2
Loan originated,467,472
Application withdrawn by applicant,0129,29642
Loan originated,4833,10
Loan purchased by the institution,8610,1
Loan originated,364,1004
Application withdrawn by applicant,7481,1
Loan originated,6511,3
File closed for incompleteness,2378,1
Loan originated,1013,400
Loan originated,3176,16
Preapproval request approved but not accepted,240,53
Application approved but not accepted,1305,16
Loan originated,2146,65
File closed for incompleteness,2902,2
Application denied by financial institution,2524,6
Loan originated,1624,8
Application denied by financial institution,6468,1
Application approved but not accepted,1481,9
Application withdrawn by applicant,1056,199
Application denied by financial institution,0949,94
Loan purchased by the institution,5902,1
Application denied by financial institution,4408,4
Loan originated,3073,36
Application denied by financial institution,7013,1
Loan purchased by the institution,5275,1
Preapproval request approved but not accepted,18,63
Application approved but not accepted,1408,15
File closed for incompleteness,1142,10
Loan originated,2551,1
Application withdrawn by applicant,3996,1
Loan originated,6790,3
File closed for incompleteness,2976,1
Preapproval request approved but not accepted,0052,7636
Loan originated,0262,25583
File closed for incompleteness,0597,83
Preapproval request denied by financial institution,0872,1
Loan originated,13458,3
Application denied by financial institution,1876,15
Application withdrawn by applicant,0932,72
Application denied by financial institution,9279,1
Application approved but not accepted,2232,4
Application denied by financial institution,1979,12
Loan purchased by the institution,0301,2751
Preapproval request denied by financial institution,1520,2
Application approved but not accepted,3468,2
Preapproval request approved but not accepted,91,167
Application withdrawn by applicant,957,8
Application withdrawn by applicant,358,169
File closed for incompleteness,0215,3474
Loan originated,8571,2
Application approved but not accepted,4116,1
Application approved but not accepted,9996,1
Loan originated,0000227,4
Application approved but not accepted,1202,27
Preapproval request approved but not accepted,0155,1951
File closed for incompleteness,720,73
Loan originated,0000124,35
Application withdrawn by applicant,2086,4
Application withdrawn by applicant,854,5
Application denied by financial institution,4202,5
File closed for incompleteness,5189,1
Application denied by financial institution,732,17
Loan purchased by the institution,1331,16
Loan originated,847,67
Loan originated,2249,22
Application approved but not accepted,1863,1
Application approved but not accepted,2438,3
File closed for incompleteness,0318,776
Loan purchased by the institution,2567,2
Loan originated,0365,10395
Application denied by financial institution,4584,2
File closed for incompleteness,3129,1
File closed for incompleteness,1348,9
Application withdrawn by applicant,2713,3
Loan originated,261,2823
Application withdrawn by applicant,9365,1
Application denied by financial institution,0846,189
Loan originated,744,87
Application denied by financial institution,1770,1
File closed for incompleteness,452,27
File closed for incompleteness,823,4
Loan originated,5863,1
Application approved but not accepted,1584,24
File closed for incompleteness,196,269
Loan originated,1521,10
Loan purchased by the institution,31,5016
Loan originated,1219,228
Loan originated,3803,6
File closed for incompleteness,299,54
Loan originated,6717,2
Application withdrawn by applicant,3790,1
Application withdrawn by applicant,1962,10
Application approved but not accepted,2335,4
Loan purchased by the institution,855,9
Loan originated,3508,2
Preapproval request approved but not accepted,0258,226
Application denied by financial institution,5335,2
Preapproval request approved but not accepted,2039,1
Application approved but not accepted,561,16
Application withdrawn by applicant,2189,10
Loan originated,6598,1
File closed for incompleteness,0112,15211
Loan purchased by the institution,2361,2
Preapproval request denied by financial institution,0975,1
Loan purchased by the institution,1073,3
Loan purchased by the institution,842,1
Preapproval request approved but not accepted,343,6
Preapproval request approved but not accepted,549,1
Loan purchased by the institution,0404,952
Application denied by financial institution,1670,25
Loan purchased by the institution,1434,13
Loan purchased by the institution,1537,9
Loan originated,4538,2
Preapproval request denied by financial institution,93,469
Application denied by financial institution,1773,14
Application denied by financial institution,7498,1
Application withdrawn by applicant,4541,1
Application withdrawn by applicant,7305,1
Application denied by financial institution,4305,1
Loan originated,1498,139
Loan originated,6996,13
Application denied by financial institution,4481,1
Preapproval request approved but not accepted,830,3
Loan originated,4936,5
File closed for incompleteness,0000239,1
Application withdrawn by applicant,0026,71713
File closed for incompleteness,2275,7
Application denied by financial institution,9800,1
Application withdrawn by applicant,7202,1
Loan purchased by the institution,3318,3
File closed for incompleteness,555,15
Application withdrawn by applicant,4876,2
Preapproval request denied by financial institution,249,13
Preapproval request denied by financial institution,0069,7629
Application approved but not accepted,3365,3
File closed for incompleteness,5816,1
Application withdrawn by applicant,2760,3
Loan purchased by the institution,0507,432
File closed for incompleteness,3026,2
Loan originated,0000021,14
Loan originated,4332,2
Loan originated,1292,204
Application approved but not accepted,0657,129
Loan purchased by the institution,1176,2
File closed for incompleteness,658,6
Application withdrawn by applicant,8000,1
File closed for incompleteness,5302,1
Application approved but not accepted,866,2
Preapproval request denied by financial institution,1099,3
File closed for incompleteness,2172,4
Application withdrawn by applicant,751,7
Application approved but not accepted,1760,1
Application withdrawn by applicant,255,781
File closed for incompleteness,0494,147
Preapproval request denied by financial institution,61,861
File closed for incompleteness,926,3
Application approved but not accepted,0554,189
Application approved but not accepted,969,2
Loan originated,2043,60
Application approved but not accepted,1687,9
Loan originated,1727,9
Loan purchased by the institution,0683,187
Application denied by financial institution,0640,472
Application withdrawn by applicant,2816,4
File closed for incompleteness,0391,270
Application withdrawn by applicant,50,14007
Application denied by financial institution,2421,7
Preapproval request denied by financial institution,146,115
Loan originated,3700,31
Application denied by financial institution,2627,7
Application approved but not accepted,7382,1
Application approved but not accepted,664,6
Loan originated,6614,4
File closed for incompleteness,1740,4
Application denied by financial institution,938,13
Loan purchased by the institution,0580,332
Application denied by financial institution,1873,1
Application withdrawn by applicant,3743,4
Application approved but not accepted,767,5
Loan originated,3906,9
Application withdrawn by applicant,1159,37
Application approved but not accepted,0451,375
Application approved but not accepted,660,24
Loan originated,2757,4
Loan originated,2654,4
Loan originated,3279,19
Application denied by financial institution,67,14386
Loan purchased by the institution,2464,1
Loan originated,4435,1
Loan originated,5966,2
Preapproval request approved but not accepted,1812,1
Application denied by financial institution,3554,4
Application denied by financial institution,861,12
Loan purchased by the institution,945,5
Application denied by financial institution,1976,2
Application denied by financial institution,3657,1
Loan originated,4730,4
Application denied by financial institution,835,20
Loan originated,641,126
Loan originated,7541,2
Preapproval request denied by financial institution,2550,2
Application approved but not accepted,4219,1
Loan originated,6893,3
Loan purchased by the institution,752,2
Application withdrawn by applicant,2992,5
Loan originated,3787,4
Loan purchased by the institution,958,4
Loan originated,1116,398
Loan originated,5760,10
Loan purchased by the institution,1279,3
Application withdrawn by applicant,2966,1
Application denied by financial institution,964,8
Application withdrawn by applicant,152,3022
Application withdrawn by applicant,8232,1
Loan originated,0468,5287
File closed for incompleteness,1245,14
Application denied by financial institution,0743,153
Loan originated,7747,1
Loan purchased by the institution,0889,64
Loan purchased by the institution,0000030,1
Loan originated,6392,1
Loan purchased by the institution,0786,112
Loan originated,1395,189
Loan originated,4731,7
Application approved but not accepted,665,4
Loan purchased by the institution,1332,30
Preapproval request denied by financial institution,1624,1
Loan originated,3701,13
Application withdrawn by applicant,359,162
Loan originated,0000228,3
Application withdrawn by applicant,2890,2
Application denied by financial institution,1671,18
Loan originated,1920,192
Loan purchased by the institution,0684,251
Loan purchased by the institution,5800,1
Application withdrawn by applicant,470,80
Preapproval request denied by financial institution,0976,1
Application withdrawn by applicant,2582,1
Preapproval request approved but not accepted,344,8
Application approved but not accepted,100,3266
Loan purchased by the institution,767,3
Application withdrawn by applicant,0933,65
Loan purchased by the institution,753,3
Application withdrawn by applicant,4774,1
Preapproval request approved but not accepted,0156,1582
Preapproval request denied by financial institution,404,3
Application withdrawn by applicant,2611,4
Application denied by financial institution,2525,10
Loan originated,566,196
Application denied by financial institution,451,62
Loan purchased by the institution,561,15
Application approved but not accepted,688,2
Loan originated,7645,2
Loan originated,2476,4
Application withdrawn by applicant,8233,1
Application denied by financial institution,862,12
Loan originated,6718,1
Loan originated,2950,27
File closed for incompleteness,2379,2
Application approved but not accepted,2230,2
Application approved but not accepted,1306,10
Application withdrawn by applicant,2087,7
Application approved but not accepted,1200,38
Application withdrawn by applicant,2993,3
Preapproval request denied by financial institution,0770,7
Application approved but not accepted,3366,1
Preapproval request denied by financial institution,301,7
Application denied by financial institution,3476,1
Application approved but not accepted,1406,1
Loan originated,2373,3
File closed for incompleteness,0319,532
Application withdrawn by applicant,153,2635
Loan originated,3021,3
Preapproval request approved but not accepted,447,2
File closed for incompleteness,5714,1
Loan originated,6615,1
Application withdrawn by applicant,9160,1
Application withdrawn by applicant,2200,5
Application denied by financial institution,1592,3
Loan originated,2147,40
Application denied by financial institution,4203,1
Loan purchased by the institution,3392,1
File closed for incompleteness,1246,12
Loan originated,7974,1
Loan purchased by the institution,2465,1
File closed for incompleteness,1143,9
File closed for incompleteness,1562,1
File closed for incompleteness,2800,14
File closed for incompleteness,3027,1
Loan originated,262,2838
Loan originated,9529,1
Loan purchased by the institution,856,4
Preapproval request approved but not accepted,0053,6339
Loan originated,5914,1
Loan originated,3227,2
File closed for incompleteness,556,12
Application denied by financial institution,1798,1
Loan originated,1396,197
Loan purchased by the institution,1435,18
Application approved but not accepted,2233,4
Loan originated,2044,35
File closed for incompleteness,0495,238
Loan originated,3074,26
Loan purchased by the institution,650,33
Loan originated,3177,19
Application approved but not accepted,3160,2
Loan originated,4834,2
Application denied by financial institution,2628,4
File closed for incompleteness,1349,11
Application approved but not accepted,0658,106
Loan originated,3907,7
Loan purchased by the institution,3010,3
Application withdrawn by applicant,0027,66314
Application withdrawn by applicant,5525,1
Application approved but not accepted,482,19
Application withdrawn by applicant,0830,168
Application approved but not accepted,562,20
File closed for incompleteness,1665,2
Loan purchased by the institution,0581,253
Application denied by financial institution,4688,3
File closed for incompleteness,542,7
Loan purchased by the institution,4040,3
Loan originated,1293,193
File closed for incompleteness,1040,48
Preapproval request approved but not accepted,0259,196
Application denied by financial institution,2549,2
Preapproval request approved but not accepted,1710,1
Application denied by financial institution,7117,1
Preapproval request approved but not accepted,241,21
Application approved but not accepted,1100,234
Loan originated,0160,201815
Application denied by financial institution,554,36
Application approved but not accepted,2336,4
File closed for incompleteness,0216,5589
Application denied by financial institution,36000,1
Loan originated,0000022,28
Application denied by financial institution,4409,2
Loan purchased by the institution,0508,418
Application approved but not accepted,4014,1
Application withdrawn by applicant,3744,10
Loan purchased by the institution,959,3
Application approved but not accepted,4117,1
Application denied by financial institution,3658,1
Application approved but not accepted,8967,1
Loan originated,1549,8
File closed for incompleteness,645,7
Application denied by financial institution,6263,1
Application approved but not accepted,306,71
Application denied by financial institution,0847,130
Loan originated,5761,3
Application approved but not accepted,5950,1
Loan originated,6791,2
Application approved but not accepted,0452,391
Loan originated,3980,11
Loan purchased by the institution,0405,1152
Preapproval request denied by financial institution,0873,4
Preapproval request approved but not accepted,54,605
Preapproval request denied by financial institution,12916,1
Loan originated,2270,6
Application denied by financial institution,0744,685
Loan purchased by the institution,3495,1
