Application denied by financial institution,4264,1
Loan originated,7427,1
File closed for incompleteness,0904,26
Application approved but not accepted,2397,2
Application withdrawn by applicant,195,1245
Application approved but not accepted,2015,3
Application denied by financial institution,8938,1
Preapproval request denied by financial institution,129,174
Loan originated,1871,5
Application withdrawn by applicant,6131,2
Loan originated,0045,678316
File closed for incompleteness,63,3586
Application withdrawn by applicant,925,8
Application withdrawn by applicant,3526,1
Preapproval request denied by financial institution,0655,5
Loan originated,815,60
Loan originated,2938,17
Application approved but not accepted,241,150
Preapproval request denied by financial institution,61,1035
Application denied by financial institution,2483,9
Loan purchased by the institution,0363,1337
Loan originated,1075,439
Application approved but not accepted,3045,2
Loan purchased by the institution,183,709
Application denied by financial institution,541,39
Loan originated,7317,2
Application denied by financial institution,3337,1
Application denied by financial institution,279,274
File closed for incompleteness,0801,21
Loan originated,7221,1
Preapproval request denied by financial institution,2436,2
Application withdrawn by applicant,0818,102
Application withdrawn by applicant,1746,14
Application denied by financial institution,625,41
Loan originated,0000084,51
File closed for incompleteness,716,4
Loan purchased by the institution,8776,1
Application withdrawn by applicant,4351,1
Loan originated,4896,5
Loan originated,1909,61
Loan originated,5647,2
Preapproval request approved but not accepted,0742,5
Preapproval request denied by financial institution,0553,8
Loan originated,1703,109
File closed for incompleteness,1832,7
Loan originated,1693,4
File closed for incompleteness,1029,24
Application approved but not accepted,759,3
Loan originated,2547,1
Application approved but not accepted,7617,1
Loan purchased by the institution,1975,1
Application withdrawn by applicant,945,10
Loan originated,2630,31
Application withdrawn by applicant,4454,1
Loan originated,045,9
Application denied by financial institution,2308,6
Preapproval request approved but not accepted,0948,8
Loan originated,6471,3
Application withdrawn by applicant,2550,2
Loan purchased by the institution,0261,4763
Application withdrawn by applicant,0819,94
Loan originated,4122,2
Preapproval request approved but not accepted,1842,1
Application withdrawn by applicant,039,2
Loan originated,6677,2
Preapproval request denied by financial institution,0656,2
Application withdrawn by applicant,2673,1
File closed for incompleteness,613,3
Application withdrawn by applicant,0510,923
Application withdrawn by applicant,747,8
Loan originated,1806,84
Application approved but not accepted,1162,25
Application withdrawn by applicant,5484,4
Loan originated,8458,3
Loan originated,1517,16
Application withdrawn by applicant,6338,2
Application approved but not accepted,1550,1
Loan originated,6109,1
Loan originated,1600,573
Loan purchased by the institution,536,23
File closed for incompleteness,4643,1
Preapproval request denied by financial institution,836,1
Application approved but not accepted,1265,22
Loan purchased by the institution,7540,1
Preapproval request approved but not accepted,723,1
Application denied by financial institution,2587,6
Application denied by financial institution,2102,8
Application denied by financial institution,4368,2
Application approved but not accepted,0338,882
Application denied by financial institution,2205,8
Loan originated,0149,151328
Loan originated,4514,2
Loan originated,7222,2
Loan originated,5441,4
Loan originated,3866,10
Preapproval request approved but not accepted,1039,1
Loan purchased by the institution,1069,1
Loan purchased by the institution,3175,4
File closed for incompleteness,510,35
Loan originated,4617,7
Application approved but not accepted,242,196
Preapproval request denied by financial institution,0759,2
Preapproval request denied by financial institution,1500,1
Loan originated,637,137
Application denied by financial institution,2484,11
File closed for incompleteness,3796,1
File closed for incompleteness,5879,1
File closed for incompleteness,3089,1
Application withdrawn by applicant,0000114,5
Loan purchased by the institution,2248,4
Application approved but not accepted,2119,2
Application denied by financial institution,0321,2480
Loan originated,534,240
Application withdrawn by applicant,2570,4
Application withdrawn by applicant,1540,18
Loan originated,8355,1
Loan originated,1414,7
File closed for incompleteness,0905,23
Loan purchased by the institution,1291,20
Loan originated,5544,3
Application approved but not accepted,5733,2
Loan originated,2939,12
Preapproval request approved but not accepted,127,106
Application approved but not accepted,450,75
Loan purchased by the institution,1497,18
Application approved but not accepted,4600,1
Application approved but not accepted,2192,6
Loan purchased by the institution,1872,1
Preapproval request approved but not accepted,930,1
Loan purchased by the institution,2042,5
Application denied by financial institution,5016,2
Application approved but not accepted,345,60
Application denied by financial institution,3338,2
Loan purchased by the institution,0467,609
Loan originated,4999,6
Loan purchased by the institution,5965,1
Application denied by financial institution,24084,1
Loan originated,7325,1
Application approved but not accepted,2922,2
Preapproval request approved but not accepted,3450,1
Application denied by financial institution,2311,1
Loan purchased by the institution,735,4
Application approved but not accepted,2016,11
Loan originated,0952,445
Preapproval request approved but not accepted,2729,1
Preapproval request approved but not accepted,0845,5
File closed for incompleteness,236,164
Application withdrawn by applicant,0613,204
Loan purchased by the institution,1394,22
Application denied by financial institution,7703,1
Application withdrawn by applicant,5308,1
Loan originated,4225,2
File closed for incompleteness,0278,943
Loan originated,3763,5
Preapproval request approved but not accepted,1875,2
Preapproval request denied by financial institution,89,489
Loan originated,4411,5
Loan purchased by the institution,639,13
Application denied by financial institution,1454,40
Application approved but not accepted,2295,4
Application denied by financial institution,8630,1
Application denied by financial institution,9972,1
Loan originated,16959,1
Preapproval request approved but not accepted,620,6
Loan originated,9488,3
Loan originated,3371,3
File closed for incompleteness,2965,1
Preapproval request approved but not accepted,199,48
Loan originated,53,52037
File closed for incompleteness,892,2
Preapproval request denied by financial institution,857,1
Application withdrawn by applicant,1643,14
Loan purchased by the institution,330,254
Loan originated,1590,5
Loan originated,2341,3
File closed for incompleteness,1530,1
Application approved but not accepted,656,8
Application denied by financial institution,645,19
Application approved but not accepted,1859,2
Loan originated,951,48
Application denied by financial institution,1557,21
Loan purchased by the institution,5059,1
Application approved but not accepted,4806,3
Application approved but not accepted,3952,2
File closed for incompleteness,3716,1
Loan originated,8252,3
File closed for incompleteness,3311,1
Application withdrawn by applicant,0716,154
Application withdrawn by applicant,8016,1
Loan originated,0000187,6
Loan originated,1982,70
Application denied by financial institution,1351,27
Preapproval request denied by financial institution,1304,2
Application approved but not accepted,7411,1
File closed for incompleteness,2059,2
File closed for incompleteness,0802,38
Application withdrawn by applicant,1099,4
Loan purchased by the institution,3072,1
Loan originated,8972,2
Application approved but not accepted,448,23
File closed for incompleteness,3613,1
Application withdrawn by applicant,8192,1
Application withdrawn by applicant,5587,1
Application denied by financial institution,3235,2
Loan purchased by the institution,6819,1
Loan originated,148,16739
Application withdrawn by applicant,4557,1
Preapproval request denied by financial institution,630,1
Application denied by financial institution,728,18
Loan originated,1179,242
File closed for incompleteness,64,4080
Loan originated,2836,24
Loan originated,4690,2
File closed for incompleteness,995,2
File closed for incompleteness,8381,1
File closed for incompleteness,133,1033
Application denied by financial institution,542,55
Application withdrawn by applicant,1849,8
Application approved but not accepted,1653,2
Loan originated,3969,3
Preapproval request approved but not accepted,929,1
Application withdrawn by applicant,644,21
Application denied by financial institution,0424,1108
Loan purchased by the institution,1218,29
Application denied by financial institution,522,38
Application denied by financial institution,748,18
Loan purchased by the institution,94,6229
Application withdrawn by applicant,34,10305
Loan originated,1796,4
Loan purchased by the institution,1012,51
Application withdrawn by applicant,0892,82
Loan purchased by the institution,2145,2
Application denied by financial institution,2381,3
Application withdrawn by applicant,0089,70884
Preapproval request approved but not accepted,2420,2
Loan originated,4793,5
Preapproval request denied by financial institution,754,1
Application denied by financial institution,1560,23
Application denied by financial institution,5398,1
Preapproval request approved but not accepted,22,169
Application denied by financial institution,7600,1
Application denied by financial institution,1869,1
Loan purchased by the institution,433,64
File closed for incompleteness,1935,1
Application withdrawn by applicant,842,13
Application denied by financial institution,7909,1
Application denied by financial institution,7806,1
Loan purchased by the institution,1115,38
Loan originated,431,409
Application denied by financial institution,0527,480
File closed for incompleteness,6527,1
Application denied by financial institution,4474,1
Loan originated,1311,17
File closed for incompleteness,4540,1
Application denied by financial institution,4265,1
File closed for incompleteness,3510,2
File closed for incompleteness,339,43
Application withdrawn by applicant,2776,1
Application withdrawn by applicant,46,9129
Application approved but not accepted,0235,4469
Loan originated,0046,634137
Loan purchased by the institution,0364,1406
Application denied by financial institution,2693,3
Application withdrawn by applicant,0995,67
Application approved but not accepted,3046,1
Loan originated,2444,4
Preapproval request approved but not accepted,4583,1
File closed for incompleteness,0175,9470
Application approved but not accepted,1368,27
Application withdrawn by applicant,541,27
Application approved but not accepted,0132,26877
Loan originated,1899,5
Loan originated,5255,1
Loan originated,9385,1
Application denied by financial institution,3132,6
Application approved but not accepted,3149,1
Application denied by financial institution,0000014,5
Loan purchased by the institution,838,6
Application withdrawn by applicant,3321,2
Application denied by financial institution,0000117,3
Loan originated,3660,11
Loan originated,2733,21
Preapproval request approved but not accepted,3553,1
Application approved but not accepted,553,10
Loan originated,6574,1
Application withdrawn by applicant,3507,1
Loan purchased by the institution,632,3
Application approved but not accepted,2398,3
Loan originated,1076,345
Preapproval request denied by financial institution,0450,150
File closed for incompleteness,0072,56272
File closed for incompleteness,819,5
Application approved but not accepted,3953,1
Loan originated,0000085,58
File closed for incompleteness,3614,2
Application denied by financial institution,0528,1216
Loan originated,6472,2
Preapproval request denied by financial institution,576,3
Application withdrawn by applicant,5103,1
File closed for incompleteness,3996,7
Application withdrawn by applicant,5000,130
Loan purchased by the institution,95,7451
Application approved but not accepted,1060,44
File closed for incompleteness,2760,20
Preapproval request denied by financial institution,1408,1
Application withdrawn by applicant,2372,1
Application withdrawn by applicant,8820,1
Preapproval request denied by financial institution,370,3
Loan originated,4618,7
Application approved but not accepted,2923,2
Loan purchased by the institution,454,28
Application denied by financial institution,14897,1
Application denied by financial institution,0322,2582
Loan originated,2734,25
Application withdrawn by applicant,4352,2
Application denied by financial institution,5017,1
Application withdrawn by applicant,260,732
File closed for incompleteness,1936,1
File closed for incompleteness,435,33
Application withdrawn by applicant,2475,1
Application denied by financial institution,2339,1
Application withdrawn by applicant,7266,1
Application withdrawn by applicant,6030,1
File closed for incompleteness,2863,1
Application withdrawn by applicant,11083,1
Loan originated,3764,14
Preapproval request approved but not accepted,1773,1
Application approved but not accepted,2090,5
Application denied by financial institution,447,75
Application denied by financial institution,0000015,5
Loan purchased by the institution,2249,1
Preapproval request approved but not accepted,545,3
Preapproval request approved but not accepted,1670,1
File closed for incompleteness,0906,28
Application approved but not accepted,478,23
Application denied by financial institution,1485,1
Application withdrawn by applicant,1644,40
Application denied by financial institution,3030,10
Application denied by financial institution,4296,1
Preapproval request approved but not accepted,1767,2
File closed for incompleteness,65,6104
Loan originated,2369,4
Application withdrawn by applicant,3425,2
Preapproval request denied by financial institution,1584,1
Loan purchased by the institution,0262,4753
Application denied by financial institution,1558,21
Loan originated,1704,117
File closed for incompleteness,1833,1
File closed for incompleteness,57,2668
File closed for incompleteness,0279,845
Application withdrawn by applicant,3322,3
Application approved but not accepted,449,22
Application withdrawn by applicant,740,31
File closed for incompleteness,0176,4209
File closed for incompleteness,1730,6
Application denied by financial institution,2103,9
Application denied by financial institution,0425,2458
Application denied by financial institution,1309,3
Loan originated,3867,14
Preapproval request approved but not accepted,1979,1
Loan originated,150,22712
Application withdrawn by applicant,0893,92
Loan originated,046,13
Preapproval request denied by financial institution,0554,4
Loan purchased by the institution,4833,1
File closed for incompleteness,3790,1
Application approved but not accepted,2193,3
Preapproval request approved but not accepted,442,4
Loan originated,459,364
Loan purchased by the institution,3700,6
Loan originated,7429,1
Application approved but not accepted,2020,1
Loan originated,1983,65
Loan purchased by the institution,0468,913
Application approved but not accepted,1163,30
Application withdrawn by applicant,7369,1
Application denied by financial institution,1103,6
Application approved but not accepted,1578,2
Application approved but not accepted,2820,10
Loan purchased by the institution,537,26
Loan originated,4794,3
Loan originated,1133,14
Loan originated,3090,1
Application approved but not accepted,0000694,1
Application denied by financial institution,1000,176
Application withdrawn by applicant,0614,239
Loan purchased by the institution,1013,41
Application withdrawn by applicant,4455,1
Application withdrawn by applicant,1548,4
Application approved but not accepted,5837,2
Application withdrawn by applicant,0790,187
Application withdrawn by applicant,0511,359
Loan originated,0047,623807
Application withdrawn by applicant,0996,529
Application approved but not accepted,272,125
Application approved but not accepted,2017,3
Preapproval request approved but not accepted,128,166
Application approved but not accepted,0133,16554
Loan purchased by the institution,3803,1
Loan originated,4515,4
Preapproval request denied by financial institution,0657,3
Loan purchased by the institution,3279,2
Loan originated,5704,1
Loan originated,1807,75
Loan originated,9910,1
Application withdrawn by applicant,843,9
Preapproval request denied by financial institution,1481,1
Loan purchased by the institution,0000094,1
Application approved but not accepted,3047,2
Application denied by financial institution,3060,1
Preapproval request denied by financial institution,0451,10
Application withdrawn by applicant,8,377
Application denied by financial institution,5399,2
Application withdrawn by applicant,1445,1
Application approved but not accepted,1369,11
File closed for incompleteness,1455,2
Loan originated,1601,114
Application approved but not accepted,2399,5
Loan purchased by the institution,1219,24
Application denied by financial institution,241,504
Application withdrawn by applicant,569,27
Application approved but not accepted,24500,1
Loan purchased by the institution,1116,56
Loan originated,3661,17
File closed for incompleteness,0700,731
Loan originated,65000,5
Loan originated,5545,1
Application denied by financial institution,3133,1
Application denied by financial institution,6983,1
Preapproval request approved but not accepted,0640,28
Application approved but not accepted,2296,8
Loan originated,952,37
File closed for incompleteness,538,13
Loan purchased by the institution,3906,2
Loan originated,5442,3
Loan originated,1236,15
Application denied by financial institution,2382,7
Application denied by financial institution,0000118,1
Application denied by financial institution,646,20
Loan originated,0850,1933
Application denied by financial institution,7601,1
Loan originated,8459,1
Application withdrawn by applicant,2777,2
Loan originated,1077,377
Loan purchased by the institution,2043,2
Application denied by financial institution,440,127
Loan originated,2060,6
Loan purchased by the institution,1292,30
Loan originated,1880,91
File closed for incompleteness,4644,3
Application withdrawn by applicant,363,92
Application denied by financial institution,749,20
Application withdrawn by applicant,5206,1
Loan purchased by the institution,1395,14
Application withdrawn by applicant,2571,4
Application withdrawn by applicant,466,57
Loan purchased by the institution,434,55
Loan purchased by the institution,6790,1
Application withdrawn by applicant,0000115,1
Loan purchased by the institution,1498,22
Application denied by financial institution,1455,33
Loan originated,5648,3
Application approved but not accepted,4880,2
Application denied by financial institution,6047,2
Application denied by financial institution,4369,1
Loan originated,3017,1
Application denied by financial institution,4060,5
Application withdrawn by applicant,35,12674
File closed for incompleteness,237,174
Loan originated,149,16160
Loan purchased by the institution,331,138
Loan originated,1030,44
Loan originated,4953,1
Loan purchased by the institution,1312,1
Loan originated,3923,3
Application approved but not accepted,346,48
File closed for incompleteness,134,1097
Application approved but not accepted,140,1456
Preapproval request approved but not accepted,2524,1
Application withdrawn by applicant,0717,175
File closed for incompleteness,0803,31
Application denied by financial institution,2206,1
File closed for incompleteness,1352,1
Application denied by financial institution,2000,578
Application denied by financial institution,2309,7
Application denied by financial institution,2588,2
Application approved but not accepted,3850,4
Loan originated,1339,19
File closed for incompleteness,3511,2
Application withdrawn by applicant,3528,1
Application withdrawn by applicant,5309,1
Application withdrawn by applicant,1342,2
Loan purchased by the institution,0365,1720
Application approved but not accepted,2226,1
Preapproval request approved but not accepted,0846,5
Loan originated,2631,40
Loan originated,3399,3
Application approved but not accepted,64,3073
Loan originated,2837,29
Application denied by financial institution,5090,1
Loan originated,6678,1
Application withdrawn by applicant,946,8
Loan originated,0953,451
Loan originated,4691,6
Application approved but not accepted,0030,62821
File closed for incompleteness,332,51
Application approved but not accepted,375,90
Application approved but not accepted,243,156
Loan originated,0000188,8
File closed for incompleteness,0073,26995
Preapproval request approved but not accepted,1,33
Loan originated,7223,1
Application denied by financial institution,1588,1
Loan purchased by the institution,3073,1
Application denied by financial institution,5820,3
Loan originated,7120,4
Loan originated,356,802
File closed for incompleteness,2966,1
File closed for incompleteness,3133,2
Preapproval request denied by financial institution,473,2
Application approved but not accepted,5943,1
Loan originated,4412,3
File closed for incompleteness,6425,1
Application denied by financial institution,3236,3
Application withdrawn by applicant,2674,1
Application withdrawn by applicant,3123,1
Application approved but not accepted,2123,2
Application denied by financial institution,2485,4
Application denied by financial institution,344,148
Application denied by financial institution,0000294,1
Application denied by financial institution,3339,5
File closed for incompleteness,2000,20
Loan purchased by the institution,5760,6
Application denied by financial institution,1382,5
Loan originated,144000,2
Loan originated,4897,10
Preapproval request approved but not accepted,0949,2
Loan purchased by the institution,2146,9
Loan originated,7326,1
Application denied by financial institution,543,30
Loan originated,2163,4
Loan originated,2266,2
Application approved but not accepted,0339,780
Application withdrawn by applicant,1541,23
Preapproval request approved but not accepted,0743,6
Loan originated,9107,1
Application withdrawn by applicant,1747,9
File closed for incompleteness,8000,8
Application approved but not accepted,1266,17
Loan originated,253,2516
Preapproval request approved but not accepted,2591,1
Loan purchased by the institution,40,9517
Application denied by financial institution,05,1
Application denied by financial institution,1352,53
Loan originated,9489,1
Preapproval request denied by financial institution,1202,1
Loan originated,8253,2
Application denied by financial institution,1206,4
Loan purchased by the institution,351,54
Preapproval request approved but not accepted,931,1
Application approved but not accepted,0236,2899
Loan purchased by the institution,557,11
Preapproval request denied by financial institution,4498,1
Application withdrawn by applicant,5382,1
Application denied by financial institution,2133,2
Application approved but not accepted,2297,8
File closed for incompleteness,0980,51
Application denied by financial institution,4267,2
Loan purchased by the institution,0160,42009
Preapproval request denied by financial institution,119,245
Loan originated,702,89
Application withdrawn by applicant,1164,6
Loan purchased by the institution,1396,17
Preapproval request denied by financial institution,1482,1
Preapproval request denied by financial institution,51,1231
Loan purchased by the institution,173,921
Loan originated,4672,1
Loan purchased by the institution,800,11
File closed for incompleteness,2864,1
Application approved but not accepted,2821,1
Application withdrawn by applicant,2924,2
Loan originated,0851,632
File closed for incompleteness,1937,5
Loan originated,5649,6
Application denied by financial institution,166,1836
Application denied by financial institution,3818,1
File closed for incompleteness,0701,55
Application denied by financial institution,0323,2458
Loan purchased by the institution,1014,53
Application withdrawn by applicant,947,4
Loan originated,7121,2
Application denied by financial institution,1250,247
Application withdrawn by applicant,4456,1
Loan originated,2994,3
Loan purchased by the institution,0263,4979
Application approved but not accepted,2091,6
Application withdrawn by applicant,0615,297
Loan purchased by the institution,2267,1
Application withdrawn by applicant,5280,3
Application denied by financial institution,6048,1
Application approved but not accepted,0031,53013
Application approved but not accepted,0237,2932
Application denied by financial institution,4061,1
Preapproval request approved but not accepted,367,6
Application denied by financial institution,1028,3
Loan purchased by the institution,1293,22
Application denied by financial institution,647,31
Loan purchased by the institution,1031,1
Loan originated,9005,1
File closed for incompleteness,4645,1
Loan purchased by the institution,5864,3
Loan originated,4619,4
Application denied by financial institution,0220,19045
Loan originated,8254,4
Loan originated,3642,2
Loan originated,1861,6
Loan purchased by the institution,2147,4
Application denied by financial institution,0000119,2
File closed for incompleteness,1834,4
Loan originated,3662,4
Application withdrawn by applicant,17333,1
Application withdrawn by applicant,0894,94
Loan originated,0000189,11
Loan originated,6679,3
Application denied by financial institution,5091,1
Preapproval request approved but not accepted,0744,8
Loan originated,5340,4
Application denied by financial institution,3134,3
Loan originated,3765,12
File closed for incompleteness,0177,3971
Loan purchased by the institution,9426,2
Loan originated,7224,3
File closed for incompleteness,1731,2
Loan originated,805,69
Loan originated,4310,7
File closed for incompleteness,1904,1
Preapproval request denied by financial institution,192,54
Application withdrawn by applicant,741,22
File closed for incompleteness,238,222
Loan purchased by the institution,276,164
Application withdrawn by applicant,36,15849
Loan originated,2715,3
Preapproval request approved but not accepted,0641,7
Preapproval request approved but not accepted,1774,1
Application withdrawn by applicant,0791,86
File closed for incompleteness,0907,29
Application withdrawn by applicant,5001,1
Application denied by financial institution,544,41
Application withdrawn by applicant,1542,27
Application withdrawn by applicant,1645,17
Loan originated,5443,2
Loan originated,2632,17
Application withdrawn by applicant,5486,1
Application approved but not accepted,2194,3
Loan purchased by the institution,3074,1
Application withdrawn by applicant,288,414
Loan originated,3868,16
Application approved but not accepted,141,836
Application approved but not accepted,1091,2
Loan originated,1964,7
Loan originated,1881,54
Loan originated,4413,6
Preapproval request denied by financial institution,1247,1
Loan originated,7380,1
Application approved but not accepted,1194,1
Preapproval request approved but not accepted,264,24
Loan purchased by the institution,4834,2
Application denied by financial institution,0000016,6
File closed for incompleteness,0074,28347
Loan purchased by the institution,3804,1
Application withdrawn by applicant,2778,7
Preapproval request denied by financial institution,398,2
Application denied by financial institution,441,57
Loan purchased by the institution,435,68
Application denied by financial institution,0529,501
Application approved but not accepted,1267,25
Loan purchased by the institution,1237,1
Application withdrawn by applicant,1061,1
Loan originated,9387,1
Application withdrawn by applicant,844,8
Application denied by financial institution,1353,37
Application withdrawn by applicant,4250,6
File closed for incompleteness,257,108
Loan originated,6473,2
Loan originated,1984,81
Application denied by financial institution,4164,2
Loan purchased by the institution,1117,42
Application denied by financial institution,25,20827
Application denied by financial institution,2207,6
Application approved but not accepted,4705,3
Preapproval request denied by financial institution,2130,1
Loan purchased by the institution,3907,1
Application approved but not accepted,197,336
File closed for incompleteness,1174,1
Loan purchased by the institution,3701,2
File closed for incompleteness,9031,1
Application withdrawn by applicant,0718,133
Loan originated,2818,2
Application withdrawn by applicant,0512,439
Application denied by financial institution,2001,8
Application denied by financial institution,3031,4
Application withdrawn by applicant,0997,49
Application denied by financial institution,8735,1
Loan originated,850,168
Loan originated,2088,1
Loan purchased by the institution,1499,26
Application denied by financial institution,9765,1
Application approved but not accepted,3954,1
Application approved but not accepted,2924,1
Loan originated,1078,372
File closed for incompleteness,0804,100
Application withdrawn by applicant,2297,1
Preapproval request denied by financial institution,632,1
Preapproval request denied by financial institution,0555,11
Application denied by financial institution,0426,1297
Application denied by financial institution,2486,4
Loan originated,4692,3
Loan originated,0048,760493
Application withdrawn by applicant,5104,1
Preapproval request approved but not accepted,2422,1
Preapproval request denied by financial institution,0658,6
Application denied by financial institution,1559,24
Preapproval request approved but not accepted,161,96
Preapproval request denied by financial institution,1100,16
Preapproval request approved but not accepted,2628,1
Loan purchased by the institution,2950,3
Application withdrawn by applicant,2572,4
Preapproval request approved but not accepted,2,1
Loan originated,1058,24
Application approved but not accepted,927,4
Application approved but not accepted,0134,17170
Preapproval request denied by financial institution,735,1
Application denied by financial institution,5672,1
Loan originated,80000,4
Application withdrawn by applicant,3426,5
File closed for incompleteness,66,4274
Loan purchased by the institution,96,6035
Application denied by financial institution,7808,1
Application denied by financial institution,2104,9
Application approved but not accepted,9679,1
Loan originated,908,44
Application withdrawn by applicant,4559,1
Loan purchased by the institution,0469,556
File closed for incompleteness,3894,1
Loan purchased by the institution,1190,22
Application withdrawn by applicant,2675,12
Loan originated,17300,1
Application withdrawn by applicant,185,1656
Application withdrawn by applicant,2091,3
Preapproval request approved but not accepted,1877,1
Loan purchased by the institution,1134,2
Loan originated,2612,1
Loan purchased by the institution,68,7028
Loan originated,047,18
Application denied by financial institution,5194,1
Loan originated,0954,521
Loan originated,8151,2
Application withdrawn by applicant,4353,2
Application approved but not accepted,2018,5
Preapproval request approved but not accepted,0847,2
Loan purchased by the institution,0366,1466
Loan purchased by the institution,1920,28
Application approved but not accepted,721,6
Application approved but not accepted,3048,1
Preapproval request approved but not accepted,1671,3
Application denied by financial institution,3237,4
Loan originated,953,53
Application approved but not accepted,3851,2
File closed for incompleteness,154,570
Application denied by financial institution,2383,17
Application withdrawn by applicant,915,9
Preapproval request approved but not accepted,1383,1
Loan originated,1602,97
Loan purchased by the institution,2044,3
Application approved but not accepted,244,158
Loan originated,9367,1
Application withdrawn by applicant,812,16
Loan originated,178,7761
Loan originated,7483,1
Loan originated,6370,2
Application denied by financial institution,2589,5
File closed for incompleteness,135,1803
Application approved but not accepted,4881,1
Loan originated,0000086,38
Application approved but not accepted,1297,2
Loan purchased by the institution,379,43
File closed for incompleteness,1071,1
Loan originated,3745,1
Loan originated,4898,4
Application denied by financial institution,6954,1
Loan purchased by the institution,538,33
Application approved but not accepted,4602,3
Loan originated,1705,98
Loan originated,2838,21
Application approved but not accepted,1061,27
Application withdrawn by applicant,1748,5
Preapproval request denied by financial institution,1306,1
Application denied by financial institution,3612,1
Application withdrawn by applicant,9048,1
File closed for incompleteness,6426,1
Preapproval request denied by financial institution,295,10
Application withdrawn by applicant,3529,2
Application denied by financial institution,1456,35
Preapproval request denied by financial institution,0452,21
Application approved but not accepted,1164,35
Loan purchased by the institution,903,4
Application approved but not accepted,824,2
Loan purchased by the institution,332,182
Loan originated,4795,2
Loan originated,2735,19
File closed for incompleteness,4542,1
Application approved but not accepted,347,48
Loan purchased by the institution,3177,1
Application denied by financial institution,5018,1
Preapproval request approved but not accepted,129,130
Application approved but not accepted,4078,1
Loan originated,981,41
Loan originated,1808,81
Application approved but not accepted,7310,1
Application denied by financial institution,2280,82
Loan originated,4516,2
Application denied by financial institution,269,375
Application withdrawn by applicant,3048,2
Application withdrawn by applicant,3323,1
Loan originated,43,49360
Application approved but not accepted,2092,4
Preapproval request denied by financial institution,1307,2
Loan originated,1882,65
Application withdrawn by applicant,0895,95
Application approved but not accepted,142,876
Application withdrawn by applicant,1716,2
Loan purchased by the institution,1397,14
Application denied by financial institution,9560,2
Application approved but not accepted,3852,2
Preapproval request denied by financial institution,0659,4
Application withdrawn by applicant,531,29
Preapproval request denied by financial institution,530,2
Application approved but not accepted,6338,1
Loan originated,4414,2
Preapproval request approved but not accepted,0642,11
Application withdrawn by applicant,1440,760
Loan purchased by the institution,1921,6
Application approved but not accepted,5633,1
Loan originated,3560,11
Loan originated,1301,11
Loan originated,1404,12
Application denied by financial institution,11500,1
Application withdrawn by applicant,37,11892
File closed for incompleteness,1732,2
Application denied by financial institution,2384,3
Application approved but not accepted,0238,3022
Preapproval request approved but not accepted,12,24
Loan originated,2331,3
Application withdrawn by applicant,3324,6
Application denied by financial institution,2105,16
Application withdrawn by applicant,4251,1
Application withdrawn by applicant,0792,441
Application denied by financial institution,791,11
Application approved but not accepted,1643,1
File closed for incompleteness,1938,1
Preapproval request denied by financial institution,1101,4
Preapproval request approved but not accepted,1775,1
Application approved but not accepted,646,9
Loan originated,4494,2
Loan originated,2530,25
Application approved but not accepted,1165,26
File closed for incompleteness,6427,1
Application denied by financial institution,0221,8706
Loan originated,954,56
Application approved but not accepted,1746,1
Preapproval request approved but not accepted,0848,6
Loan originated,23030,1
Preapproval request approved but not accepted,0745,9
Application withdrawn by applicant,5208,1
Loan purchased by the institution,828,1
Loan originated,5341,5
File closed for incompleteness,1835,5
Loan originated,1706,80
Loan purchased by the institution,6998,1
Loan originated,1683,4
Loan purchased by the institution,622,7
Application withdrawn by applicant,36,11519
Application withdrawn by applicant,2676,2
Application denied by financial institution,894,8
Application approved but not accepted,348,77
Loan originated,20,11845
Loan originated,4693,1
Application denied by financial institution,2281,6
File closed for incompleteness,809,4
Loan purchased by the institution,2045,6
Application denied by financial institution,0324,5490
Loan purchased by the institution,0367,1320
Preapproval request approved but not accepted,189,61
Loan originated,4215,2
Loan originated,4311,4
Application withdrawn by applicant,845,25
Application denied by financial institution,7079,1
Application approved but not accepted,2925,3
Loan purchased by the institution,436,53
Application denied by financial institution,545,38
Application withdrawn by applicant,0410,1434
Loan originated,8255,29
File closed for incompleteness,4440,2
Loan purchased by the institution,6410,1
Application approved but not accepted,2298,5
Loan originated,4796,6
Loan originated,9388,2
Application approved but not accepted,1268,27
Application withdrawn by applicant,1089,5
Application denied by financial institution,7500,26
Loan originated,3464,1
Loan originated,3567,2
Preapproval request approved but not accepted,713,2
Loan purchased by the institution,2613,1
Preapproval request denied by financial institution,744,1
File closed for incompleteness,985,1
Application withdrawn by applicant,737,14
Application denied by financial institution,0000090,2
Loan purchased by the institution,2148,7
Loan originated,421,453
File closed for incompleteness,1520,1
Application denied by financial institution,2487,5
File closed for incompleteness,3895,1
File closed for incompleteness,136,1080
File closed for incompleteness,500,259
File closed for incompleteness,0981,33
Application denied by financial institution,718,23
Loan originated,1889,2
Application denied by financial institution,80,17159
Loan purchased by the institution,333,183
Preapproval request denied by financial institution,0453,17
Loan originated,6902,1
Loan purchased by the institution,5865,2
File closed for incompleteness,706,4
Application denied by financial institution,0000017,6
Application withdrawn by applicant,0513,356
File closed for incompleteness,0805,28
Application withdrawn by applicant,0616,220
Application withdrawn by applicant,2849,1
Application approved but not accepted,6663,1
Loan purchased by the institution,1015,49
Application denied by financial institution,4062,2
Preapproval request denied by financial institution,641,1
Loan originated,9285,1
Application withdrawn by applicant,2573,4
